transaction_id,tanggal,kode_barang,nama_produk,kategori,supplier,qty,harga_jual,hpp,total,profit,expense,payment_method,status,tahun,bulan,hari
14378,2026-02-24 00:01:22.146911,D1874,DUMEX DUGRO 3 PLUS 1.8KG TIN,SUSU,MMP,7,154700,22.2,1082900,1082744.5999999999,155.4,QRIS,Selesai,2026,2,24
14379,2025-06-27 00:01:22.149245,P2480,PRORIS SUSPENSI 60ML JERUK(DOSNI),OBATAN,"BINTANG LIMA, P",9,16300,15500.0,146700,7200.0,139500.0,Tunai,Selesai,2025,6,27
14380,2025-07-12 00:01:22.151319,S7004,"SPRITE 1,5LT ZERO",MINUMAN,COCA COLA DISTR,6,13000,12329.16,78000,4025.040000000001,73974.95999999999,Tunai,Proses,2025,7,12
14381,2026-01-18 00:01:22.153350,K0319,KG MARIE BISC 225GR,BISKUIT,PT.SUMBER SARI,7,9000,8500.0,63000,3500.0,59500.0,Tunai,Selesai,2026,1,18
14382,2026-04-26 00:01:22.155383,R1506,RINSO COLOUR & CARE 900G,DETERGEN,PRIMA RINTIS SE,7,16300,15805.0,114100,3465.0,110635.0,Tunai,Selesai,2026,4,26
14383,2025-08-12 00:01:22.157493,T2370,TANGO WAFER STRAWBERRY 24PC@20G,BISKUIT,PT ANUGRAH PERK,5,21800,21000.0,109000,4000.0,105000.0,QRIS,Selesai,2025,8,12
14384,2026-01-16 00:01:22.160117,S4807,SAHARA SBN ZAITUN 80GR ANGGUR,SABUN & SAMPHOO,"SUMBER SARI,CV",8,1500,1286.0,12000,1712.0,10288.0,Tunai,Selesai,2026,1,16
14385,2025-08-01 00:01:22.162291,C4010,CITRA H&B MANGIR 120ML,PARFUM,PRINTIS PRIBADI,6,6600,6250.0,39600,2100.0,37500.0,QRIS,Selesai,2025,8,1
14386,2025-07-06 00:01:22.165245,S6799,SUNSILK STRAIGHT&SLEEK 90ML,SABUN & SAMPHOO,PRINTIS PRIBADI,8,7500,7000.0,60000,4000.0,56000.0,Transfer,Selesai,2025,7,6
14387,2026-02-15 00:01:22.168454,S7533,SALTCHEESE COMBOCIZ 15G,BISKUIT,PT.SUMBER SARI,10,4700,4300.0,47000,4000.0,43000.0,Transfer,Selesai,2026,2,15
14388,2025-09-07 00:01:22.171123,P2996,PC MIST COL 75ML WAVY OCEAN,PARFUM,"TANESIA, PT",2,7700,7333.33,15400,733.3400000000001,14666.66,Tunai,Selesai,2025,9,7
14389,2025-08-05 00:01:22.173651,B3594,BENDERA CAIR 1000ML LOW FAT,SUSU,"HANSEL DNP, PT",4,14200,13800.0,56800,1600.0,55200.0,QRIS,Selesai,2025,8,5
14390,2025-06-19 00:01:22.175593,P4452,PIGEON BABY POWDER 100G SWEET FLOWE,KOSMETIK,PT KARYA CITRA,10,5800,5225.0,58000,5750.0,52250.0,QRIS,Selesai,2025,6,19
14391,2025-08-11 00:01:22.178172,N1800,NARAYA OREN BTL,MINUMAN,PT PRIMA NIAGA,8,6200,6000.0,49600,1600.0,48000.0,QRIS,Selesai,2025,8,11
14392,2025-06-04 00:01:22.180235,D2315,DOMESTOS TOILET BLUE 200ML,BISKUIT,PRIMA RINTIS SE,9,5100,4700.0,45900,3600.0,42300.0,Transfer,Selesai,2025,6,4
14393,2025-07-30 00:01:22.182388,D2312,DOWNY 1000ML BTL FRESH,COKELAT,"SUMBER SARI,CV",5,22700,22000.0,113500,3500.0,110000.0,Tunai,Selesai,2025,7,30
14394,2026-01-21 00:01:22.184359,R1834,REJOICE SHP FRUITY SMOOTH 340ML,SABUN & SAMPHOO,"SUMBER SARI,CV",2,23500,22750.0,47000,1500.0,45500.0,Tunai,Selesai,2026,1,21
14395,2025-06-05 00:01:22.186368,J1051,JAS HUJAN 8P33B MULTI GLOBAL,MINUMAN,MULTI GLOBAL TR,10,29500,24090.0,295000,54100.0,240900.0,Tunai,Selesai,2025,6,5
14396,2025-10-26 00:01:22.188529,K1550,KIS CANDY 125G CHERRY MINT,PERMEN,COLAMAS INDAH S,9,4200,3800.0,37800,3600.0,34200.0,Transfer,Selesai,2025,10,26
14397,2025-08-04 00:01:22.190570,T0102,TANCHO HC POMADE 60G,MINYAK RAMBUT,SANDI JAYA,1,12500,11416.0,12500,1084.0,11416.0,Tunai,Selesai,2025,8,4
14398,2025-12-22 00:01:22.192575,C0331,CAMERA (10099) BTL SUSU,PRODUCT BAYI,"INDOSINMA JAYA,",10,13200,12500.0,132000,7000.0,125000.0,QRIS,Selesai,2025,12,22
14399,2026-05-25 00:01:22.194564,T1681,TIM&TAM DIAPERS JUMBO S-60,PAMPERS,"INDOSINMA JAYA,",6,46300,45000.0,277800,7800.0,270000.0,Tunai,Selesai,2026,5,25
14400,2025-07-31 00:01:22.196622,P4586,PANTENE HAIR FALL 350ML,DETERGEN,"SUMBER SARI,CV",5,26500,25700.0,132500,4000.0,128500.0,Tunai,Selesai,2025,7,31
14401,2026-03-20 00:01:22.199136,G2675,GSN TL SPF25 20ML,KOSMETIK,"BINTANG LIMA, P",4,15200,14300.0,60800,3600.0,57200.0,QRIS,Selesai,2026,3,20
14402,2025-10-21 00:01:22.201185,M4497,MIE ABC GRG AYAM PDS LIMAU,KECAP & SAUCE,SERAYA MAKMUR P,7,3900,3575.0,27300,2275.0,25025.0,Tunai,Selesai,2025,10,21
14403,2026-02-11 00:01:22.203080,A2429,AKURAT SIRIP,OBATAN,MESTIKA BATAM S,5,14500,7150.0,72500,36750.0,35750.0,Tunai,Selesai,2026,2,11
14404,2026-03-26 00:01:22.206118,D1993,DOVE SOAP CREAM OIL 100GR,SABUN & SAMPHOO,JAYA PUTRA SAWA,3,5800,0.8,17400,17397.6,2.4000000000000004,Tunai,Proses,2026,3,26
14405,2025-08-03 00:01:22.208105,C0855,CHARM BF NIGHT NONWING BP,PEMBALUT WANITA,PRIMA RINTIS SE,4,4800,4358.45,19200,1766.2000000000007,17433.8,QRIS,Selesai,2025,8,3
14406,2025-11-18 00:01:22.209992,P4737,PADDLE POP STRW SPRING 55ML,PARFUM,BENTORO ADISAND,5,3000,2373.0,15000,3135.0,11865.0,Tunai,Selesai,2025,11,18
14407,2026-03-27 00:01:22.211896,C0700,CB HAIR LOT 50ML N.CARE,PRODUCT BAYI,MITRA MANDIRI T,2,9500,9036.0,19000,928.0,18072.0,QRIS,Proses,2026,3,27
14408,2026-03-13 00:01:22.214127,S1159,S/K SOFT 900ML POUCH KUNING,DETERGEN,CITRA UTAMA DIS,2,10300,9733.0,20600,1134.0,19466.0,Transfer,Selesai,2026,3,13
14409,2025-08-06 00:01:22.216240,S2945,SUSTAGEN KID 800G VANILA,SUSU,ENSEVAL PUTERA,9,104000,102900.0,936000,9900.0,926100.0,Tunai,Proses,2025,8,6
14410,2025-07-03 00:01:22.218183,C0190,C.KIDS TOOTH PASTE 45G TUTF,PRODUCT BAYI,MITRA MANDIRI T,9,3500,3135.0,31500,3285.0,28215.0,Tunai,Selesai,2025,7,3
14411,2025-06-28 00:01:22.220056,S1504,SIMBA TUFFIS 20G CUP SUSU,MAKANAN PAGI,NATURAL ALTOVIR,2,5000,4548.0,10000,904.0,9096.0,Tunai,Selesai,2025,6,28
14412,2025-12-15 00:01:22.222063,Z0111,ZINC SHP 100ML RE-ENERGIZING,SABUN & SAMPHOO,PT CITRA UTAMA,2,6700,6296.0,13400,808.0,12592.0,Tunai,Selesai,2025,12,15
14413,2026-01-05 00:01:22.224011,C3787,CERMIN SEGI 4 0089,TISSUE,MULTI GLOBAL TR,10,7500,6200.0,75000,13000.0,62000.0,Transfer,Proses,2026,1,5
14414,2025-12-10 00:01:22.226007,P2619,PROMIL 400G VANILA POUCH,SUSU,"DOS NI ROHA, PT",9,57700,57129.0,519300,5139.0,514161.0,Tunai,Selesai,2025,12,10
14415,2026-01-24 00:01:22.228007,N1672,NISE MENTOL 10S,MINUMAN,PT.CONLONG INDO,4,41000,40000.0,164000,4000.0,160000.0,Tunai,Selesai,2026,1,24
14416,2026-05-30 00:01:22.230058,L2447,LACTOGEN 2 KLASIK 750G,MIE,"BINTANG BARU, P",1,39200,38657.58,39200,542.4199999999983,38657.58,Tunai,Selesai,2026,5,30
14417,2026-02-28 00:01:22.232855,T2325,TARO BBQ POTATO 12G,SNACK,PRIMA RINTIS SE,2,1300,1159.0,2600,282.0,2318.0,Tunai,Selesai,2026,2,28
14418,2025-10-21 00:01:22.234818,S0485,S/K PEMUTIH 100ML LEMON,DETERGEN,CITRA UTAMA DIS,8,1000,841.67,8000,1266.6400000000003,6733.36,Transfer,Selesai,2025,10,21
14419,2026-03-23 00:01:22.236736,B3875,BEDAK MBK PUTIH 13.6G,PARFUM,"INDOSINMA JAYA,",3,11000,10000.0,33000,3000.0,30000.0,Tunai,Selesai,2026,3,23
14420,2025-08-03 00:01:22.238693,K3178,KOTAK SABUN SEGI,ALAT RUMAH TANGGA,MULTI GLOBAL TR,4,4500,3792.0,18000,2832.0,15168.0,Tunai,Selesai,2025,8,3
14421,2025-06-06 00:01:22.241532,M1724,M.RATU MINYAK CEM-CEMAN 175ML,KOSMETIK,"BINTANG LIMA, P",9,22200,21100.0,199800,9900.0,189900.0,Transfer,Selesai,2025,6,6
14422,2025-09-20 00:01:22.244828,M0378,MAMA LEMON REFF 800ML,DETERGEN,CITRA UTAMA DIS,5,10200,9630.0,51000,2850.0,48150.0,Tunai,Proses,2025,9,20
14423,2026-03-05 00:01:22.247209,O0791,ORAL-B 123 M40 3S,PASTA & S-GIGI,"SUMBER SARI,CV",5,7900,7325.0,39500,2875.0,36625.0,Tunai,Selesai,2026,3,5
14424,2025-12-09 00:01:22.250250,C3465,CAMELIA EDT 125ML BLUE,PARFUM,PERSADA OASIS S,3,12400,10227.0,37200,6519.0,30681.0,Tunai,Selesai,2025,12,9
14425,2025-10-08 00:01:22.252306,W0550,WIN2 MAGIC CRUNCH 100G VNL,SNACK,"INDOSINMA JAYA,",7,3100,2707.5,21700,2747.5,18952.5,Tunai,Selesai,2025,10,8
14426,2025-06-10 00:01:22.254344,I0943,INDOCAFE CAPPUCINO 25G,MINUMAN,"BINTANG LIMA, P",9,1200,993.78,10800,1855.9800000000002,8944.02,Tunai,Selesai,2025,6,10
14427,2026-04-30 00:01:22.256810,I1050,IN MILD,ROKOK,ANGUANG,8,7500,6800.0,60000,5600.0,54400.0,Tunai,Selesai,2026,4,30
14428,2025-09-18 00:01:22.258910,C3971,CURCUMA PLUS MADU 750G,MINUMAN,STAR MARA,9,66700,66000.0,600300,6300.0,594000.0,QRIS,Selesai,2025,9,18
14429,2026-03-21 00:01:22.260917,B4382,BIORE BF 450ML REF LIVELY,SABUN & SAMPHOO,LESTARI MANDIRI,9,13900,13205.0,125100,6255.0,118845.0,Tunai,Selesai,2026,3,21
14430,2026-02-17 00:01:22.262898,D1972,DELFI TOP TRIPLE CHOCO 45GR,COKELAT,"SUMBER SARI,CV",3,2200,2013.0,6600,561.0,6039.0,QRIS,Selesai,2026,2,17
14431,2025-09-05 00:01:22.265123,C4165,CHEES KRESS 200G,OBATAN,COLAMAS INDAH S,8,6900,6550.0,55200,2800.0,52400.0,Tunai,Proses,2025,9,5
14432,2025-07-04 00:01:22.267234,E0193,ENC TALC 50GR ROMANTIC,KOSMETIK,PT KARYA CITRA,9,8000,7369.0,72000,5679.0,66321.0,Transfer,Proses,2025,7,4
14433,2026-05-03 00:01:22.269318,L0191,LAURIER S.GUARD WING 4S,PEMBALUT WANITA,LESTARI MANDIRI,8,5500,5000.0,44000,4000.0,40000.0,QRIS,Selesai,2026,5,3
14434,2025-06-30 00:01:22.271331,M2839,MOLTO PEWANGI 30MLX6S ORANGE,SABUN & SAMPHOO,PRINTIS PRIBADI,6,1900,1782.0,11400,708.0,10692.0,Tunai,Selesai,2025,6,30
14435,2026-01-04 00:01:22.273320,C2212,C&C 10G ACNE SPEED CLEARING GEL,KOSMETIK,MESTIKA BATAM S,9,20300,19250.0,182700,9450.0,173250.0,Tunai,Selesai,2026,1,4
14436,2025-11-15 00:01:22.275331,S3322,SAMPOERNA KRETEK GESER 12,ROKOK,ANGUANG,2,6500,5823.0,13000,1354.0,11646.0,Tunai,Selesai,2025,11,15
14437,2026-05-07 00:01:22.277741,S7389,SOFTENER 1X BLS 900G BIRU,DETERGEN,CITRA UTAMA DIS,9,18900,17098.0,170100,16218.0,153882.0,Tunai,Selesai,2026,5,7
14438,2025-06-09 00:01:22.279868,G2541,GRETAL BOX  16 X 12,STATIONERY,"HANSEL DNP, PT",7,10500,9312.0,73500,8316.0,65184.0,Tunai,Proses,2025,6,9
14439,2026-02-19 00:01:22.282165,N0126,NATURADE GOLD 6S BOX,MINUMAN,"BINTANG LIMA, P",2,5300,4873.0,10600,854.0,9746.0,Tunai,Selesai,2026,2,19
14440,2025-08-11 00:01:22.284244,T2112,TEH CAP BOTOL HIJAH 10S,TEH & KOPI,LESTARI MANDIRI,5,3000,2650.0,15000,1750.0,13250.0,Tunai,Selesai,2025,8,11
14441,2025-11-08 00:01:22.286305,M4541,MAYBELIN AIO TCW 01 LIGHT,KOSMETIK,"BINTANG LIMA, P",6,28900,26250.0,173400,15900.0,157500.0,QRIS,Proses,2025,11,8
14442,2025-10-05 00:01:22.288462,F1271,FRUTAMI OOLANG TEA 350ML,DETERGEN,PT. SUKSES JAYA,5,3200,2850.0,16000,1750.0,14250.0,Tunai,Proses,2025,10,5
14443,2025-07-30 00:01:22.290564,S3980,SAHARA SBN ZAITUN 80GR,SABUN & SAMPHOO,"SUMBER SARI,CV",10,1500,1286.0,15000,2140.0,12860.0,Transfer,Selesai,2025,7,30
14444,2026-01-14 00:01:22.292603,M4457,MY BABY SOAP 100ML FRESH,PERMEN,"TEMPO, PT",9,5900,5545.0,53100,3195.0,49905.0,Tunai,Proses,2026,1,14
14445,2026-05-20 00:01:22.294681,U0339,UNIK SABUT NILON,DETERGEN,PT.SUKSES JAYA,7,2200,1871.0,15400,2303.0,13097.0,Tunai,Selesai,2026,5,20
14446,2025-09-11 00:01:22.297403,R1799,ROMA SLAI OLAI 304G BLUEBERRY,MIE,COLAMAS INDAH S,6,7200,6700.0,43200,3000.0,40200.0,QRIS,Proses,2025,9,11
14447,2025-06-15 00:01:22.299623,M1951,MY BABY PWD 50G S.FLORAL,PRODUCT BAYI,"BINTANG LIMA, P",7,2300,2091.0,16100,1463.0,14637.0,Tunai,Selesai,2025,6,15
14448,2025-07-17 00:01:22.301727,I1052,INJOY DAY&NIGHT L60,BISKUIT,PT KARYA CITRA,8,67700,65700.0,541600,16000.0,525600.0,Tunai,Selesai,2025,7,17
14449,2025-08-15 00:01:22.304091,D2306,DUMEX DUPRO 1KG,SUSU,MMP,5,88900,88113.0,444500,3935.0,440565.0,Tunai,Selesai,2025,8,15
14450,2026-02-23 00:01:22.307060,K3196,KINOS TIGER PIE 24S,BISKUIT,"INDOSINMA JAYA,",7,11000,10153.0,77000,5929.0,71071.0,Tunai,Selesai,2026,2,23
14451,2026-01-29 00:01:22.309009,S7237,SUPER COMPFORT 12S ULTRA SLIM WING,PAMPERS,PRIMA RINTIS SE,9,9900,9335.45,89100,5080.949999999993,84019.05,Tunai,Selesai,2026,1,29
14452,2025-07-19 00:01:22.310952,G1357,GOOD BABY DIAPERS S-24,PAMPERS,JAYA PUTRA SAWA,1,25300,24500.0,25300,800.0,24500.0,Tunai,Proses,2025,7,19
14453,2026-03-15 00:01:22.312923,M4403,MILNA TODDLER CKLT 180G,MINUMAN,"BINTANG LIMA, P",8,20200,19200.0,161600,8000.0,153600.0,Tunai,Selesai,2026,3,15
14454,2025-11-11 00:01:22.315247,V0434,VIVA CLM 100ML BELIMBING,KOSMETIK,"MAHA NAGA, TK",4,4000,3667.0,16000,1332.0,14668.0,Transfer,Selesai,2025,11,11
14455,2026-05-07 00:01:22.317262,S7225,STELLA REFF LEMON,SUSU,NATURAL ALTOVIR,2,17200,5.0,34400,34390.0,10.0,Transfer,Selesai,2026,5,7
14456,2026-05-02 00:01:22.319269,A2491,ANMUM  ESSENTIAL 4 VANILA 340G,SUSU,"HANSEL DNP, PT",9,76800,76000.0,691200,7200.0,684000.0,Tunai,Selesai,2026,5,2
14457,2026-03-21 00:01:22.321901,M4320,MILNA TODDLER  VG VNL 180G,OBATAN,"BINTANG LIMA, P",10,20200,19200.0,202000,10000.0,192000.0,Tunai,Selesai,2026,3,21
14458,2026-04-20 00:01:22.324321,A1973,AULIA BODY LOT 600ML CALMING,SABUN & SAMPHOO,BENTORO ADISAND,7,8700,8235.0,60900,3255.0,57645.0,Tunai,Selesai,2026,4,20
14459,2025-11-08 00:01:22.326970,G0294,GARUDA KC KULIT RASA BWG 250G,SNACK,SNS.PT,7,13900,13252.0,97300,4536.0,92764.0,Tunai,Selesai,2025,11,8
14460,2026-05-29 00:01:22.329777,P4423,PONS WB LFF 20G,KOSMETIK,PRINTIS PRIBADI,3,4400,11040.0,13200,-19920.0,33120.0,Tunai,Selesai,2026,5,29
14461,2025-10-30 00:01:22.332620,S7153,STELLA MATIC LAVENDER REF 225ML,PARFUM,NATURAL ALTOVIR,2,17500,15657.0,35000,3686.0,31314.0,Tunai,Selesai,2025,10,30
14462,2025-12-01 00:01:22.334810,R1895,REJOICE SHP A.FRISS 70ML,PAMPERS,"SUMBER SARI,CV",6,5200,4650.0,31200,3300.0,27900.0,Tunai,Proses,2025,12,1
14463,2025-10-14 00:01:22.336976,A2004,AXI 800ML CLASSIC POUCH,DETERGEN,PT. SUKSES JAYA,6,7200,6850.0,43200,2100.0,41100.0,Tunai,Selesai,2025,10,14
14464,2025-11-05 00:01:22.339046,S5505,SANIC SCENT 80G LAVENDER,PARFUM,BENTORO ADISAND,9,4600,4100.0,41400,4500.0,36900.0,Transfer,Selesai,2025,11,5
14465,2025-12-14 00:01:22.341122,N1657,NIVEA OIL SCRUB FOAM 100ML,KOSMETIK,COLAMAS INDAH S,5,16200,15254.0,81000,4730.0,76270.0,Transfer,Selesai,2025,12,14
14466,2025-06-26 00:01:22.343166,P4468,PADDLE KUNGFU COOKIES,ES,BENTORO ADISAND,8,2300,1750.0,18400,4400.0,14000.0,Tunai,Selesai,2025,6,26
14467,2025-11-09 00:01:22.345919,B4266,BIKA WFR FANCY ROLL 50GX12 CAPOCINO,BISKUIT,"INDOSINMA JAYA,",9,47000,5.7,423000,422948.7,51.300000000000004,Tunai,Selesai,2025,11,9
14468,2025-12-16 00:01:22.348353,N1243,NESCAFE COFFEEMIX PAS 100SX20G,TEH & KOPI,PD BINTANG BARU,6,73300,71168.17,439800,12790.98000000001,427009.02,Tunai,Selesai,2025,12,16
14469,2025-09-22 00:01:22.350436,S7388,SOFTENER 1X BLS 900G BLUE,PARFUM,CITRA UTAMA DIS,6,18900,18643.0,113400,1542.0,111858.0,QRIS,Selesai,2025,9,22
14470,2026-04-11 00:01:22.352483,S7137,SAMBAL IF EXTRA PDS 275ML,DETERGEN,INDOMARCO,6,6500,6104.83,39000,2371.0200000000004,36628.979999999996,Tunai,Selesai,2026,4,11
14471,2026-01-22 00:01:22.354476,T1230,"T/S ZERO SWEETENER 20SX1,5G",DIET FOOD,NATURAL ALTOVIR,3,13900,13200.0,41700,2100.0,39600.0,QRIS,Selesai,2026,1,22
14472,2025-10-24 00:01:22.356556,I0369,INDOMILK 400G CKT BOX,SUSU,INDOMARCO,8,23000,22718.16,184000,2254.720000000001,181745.28,Transfer,Selesai,2025,10,24
14473,2026-05-30 00:01:22.358633,H1209,HIT ALAT ELEKTRIK REF 45MLFRESH,GULAPUTIH,NATURAL ALTOVIR,5,14000,13354.0,70000,3230.0,66770.0,Tunai,Selesai,2026,5,30
14474,2026-05-06 00:01:22.360661,V0247,VIT AIR MINERAL 600ML,MINUMAN,SUMBER CIPTA AG,1,1200,1041.67,1200,158.32999999999993,1041.67,Tunai,Selesai,2026,5,6
14475,2025-09-06 00:01:22.362661,D1204,DETTOL S.FOAM SKINCARE 300ML,SABUN & SAMPHOO,MESTIKA BATAM S,7,19700,18719.0,137900,6867.0,131033.0,QRIS,Selesai,2025,9,6
14476,2025-12-11 00:01:22.365164,R1610,REXONA AEROSOL 150ML FREE SPIRIT,PARFUM,PRINTIS PRIBADI,8,27300,26000.0,218400,10400.0,208000.0,QRIS,Selesai,2025,12,11
14477,2025-11-01 00:01:22.367378,S5405,SCORPIO MINY.SEREH 100ML,OBATAN,"BINTANG LIMA, P",9,7900,7250.0,71100,5850.0,65250.0,QRIS,Selesai,2025,11,1
14478,2026-03-26 00:01:22.369479,G2114,GULONG 360G LUNCHEON MEAT (SA),MAKANAN KALENG,PT PRIMA NIAGA,9,19700,18750.0,177300,8550.0,168750.0,Tunai,Selesai,2026,3,26
14479,2025-06-17 00:01:22.371501,S7205,SUNSILK COND DAMAGED HAIR 100ML,SABUN & SAMPHOO,PRINTIS PRIBADI,5,7200,6800.0,36000,2000.0,34000.0,Transfer,Selesai,2025,6,17
14480,2025-12-01 00:01:22.373537,K2546,K- BISC 150G PEANUT CRAC,BISKUIT,CV. KIAT SEJAHT,1,4400,3950.0,4400,450.0,3950.0,Tunai,Selesai,2025,12,1
14481,2025-11-01 00:01:22.375556,S6876,SUSU SEHAT UHT 500ML CKLT,SNACK,PT MULTIBOGA  A,2,4500,4080.0,9000,840.0,8160.0,Tunai,Selesai,2025,11,1
14482,2025-12-03 00:01:22.377730,G0461,GG SURYA 12,ROKOK,ANGUANG,7,10000,9450.0,70000,3850.0,66150.0,Tunai,Selesai,2025,12,3
14483,2025-12-17 00:01:22.379758,G0711,GLADE DIAMOND SET 90ML S-ROSE,PARFUM,SUKSES JAYA IND,5,19700,18750.0,98500,4750.0,93750.0,Tunai,Selesai,2025,12,17
14484,2026-03-15 00:01:22.382019,M3442,MASTER COLOGNE 150ML FREEDOM,PARFUM,PT ANUGRAH PERK,2,10500,9600.0,21000,1800.0,19200.0,Tunai,Selesai,2026,3,15
14485,2026-01-21 00:01:22.384096,P3650,PAMPERS ACTIVE BABY L-38,PAMPERS,"SUMBER SARI,CV",3,87300,84700.0,261900,7800.0,254100.0,Tunai,Selesai,2026,1,21
14486,2026-01-19 00:01:22.386170,F1269,FRESFEA GREEN MY BODY GINSENG 350ML,MAKANAN,COCA COLA DISTR,5,3500,3333.33,17500,833.3500000000004,16666.65,Tunai,Selesai,2026,1,19
14487,2025-09-12 00:01:22.388355,C2863,CAMERA C.BUD (PB-100),KAPAS,"INDOSINMA JAYA,",2,4300,3800.0,8600,1000.0,7600.0,QRIS,Proses,2025,9,12
14488,2025-07-23 00:01:22.390447,A1972,ASW DELUXE VANILA 285G,BISKUIT,PT.YAFINDO  MIT,10,6800,6383.0,68000,4170.0,63830.0,Tunai,Selesai,2025,7,23
14489,2026-01-01 00:01:22.392529,P0021,P/P SYRUP 630ML MANGO,SYRUP,ERA,8,6500,6041.67,52000,3666.6399999999994,48333.36,Tunai,Selesai,2026,1,1
14490,2026-03-20 00:01:22.394568,E0053,EKONOMI 500G REF LEMON,DETERGEN,CITRA UTAMA DIS,1,2000,1700.0,2000,300.0,1700.0,Tunai,Selesai,2026,3,20
14491,2026-02-18 00:01:22.397034,H1167,SHOONFAT HOTTIME 450G,PAMPERS,"INDOSINMA JAYA,",4,21500,3.0,86000,85988.0,12.0,Tunai,Proses,2026,2,18
14492,2025-11-05 00:01:22.399223,H0812,HAPPY JUS 200ML APEL,MINUMAN,PT SINAR SOSRO,9,1800,1583.33,16200,1950.0300000000007,14249.97,Tunai,Selesai,2025,11,5
14493,2025-10-26 00:01:22.401314,S7229,SWEETY PANTZ XL20,PAMPERS,"HANSEL DNP, PT",9,45900,43667.0,413100,20097.0,393003.0,Tunai,Selesai,2025,10,26
14494,2025-09-12 00:01:22.403376,F0518,FRUIT TEA BOX 200 STRAW,MINUMAN,PT SINAR SOSRO,1,1900,1583.33,1900,316.6700000000001,1583.33,Tunai,Selesai,2025,9,12
14495,2025-12-21 00:01:22.405438,B3563,BUKU TULIS DODO 50LBX10S,STATIONERY,GAJAH MADA,4,14300,13000.0,57200,5200.0,52000.0,QRIS,Selesai,2025,12,21
14496,2026-05-11 00:01:22.407753,W0859,WILSON H.SOAP 400ML APPLE,SABUN & SAMPHOO,SERAYA MAKMUR P,8,11600,11000.0,92800,4800.0,88000.0,QRIS,Selesai,2026,5,11
14497,2025-10-13 00:01:22.409863,K3383,KUSUKA 200G BALADO,SABUN & SAMPHOO,NATURAL ALTOVIR,2,10200,9750.0,20400,900.0,19500.0,Tunai,Selesai,2025,10,13
14498,2026-01-27 00:01:22.411958,K3297,KIDDO VALUE XL18,TEPUNG,PT KARYA CITRA,1,25900,24658.0,25900,1242.0,24658.0,Tunai,Selesai,2026,1,27
14499,2026-02-22 00:01:22.414139,S6696,SEMPURNA AVOLUTION 16 MENTOL,ROKOK,ANGUANG,7,14500,13100.0,101500,9800.0,91700.0,Transfer,Selesai,2026,2,22
14500,2025-07-18 00:01:22.416336,S3939,SEL.TWISTER 140G CAPUCINO,BISKUIT,"SUMBER SARI,CV",1,10500,9911.0,10500,589.0,9911.0,Tunai,Selesai,2025,7,18
14501,2026-01-15 00:01:22.418484,D2057,DRINHO TEH BUNGA,PAMPERS,INDOMEDIKA MULI,5,3000,2583.33,15000,2083.3500000000004,12916.65,Tunai,Selesai,2026,1,15
14502,2026-02-13 00:01:22.420544,J0664,JNJ POT CHIPS 85G ONION,SNACK,"INDOSINMA JAYA,",3,7200,6820.83,21600,1137.5100000000002,20462.489999999998,Transfer,Proses,2026,2,13
14503,2025-07-07 00:01:22.422597,C2861,CHEESY CHEDDAR CHEESE 500G,MENTEGA,SERAYA MAKMUR P,9,37200,36000.0,334800,10800.0,324000.0,Tunai,Selesai,2025,7,7
14504,2026-05-01 00:01:22.424616,L0036,LACTAMIL I.M 185G BOX VANILA,SUSU,PT SELATINDO BA,7,18400,17998.0,128800,2814.0,125986.0,Tunai,Selesai,2026,5,1
14505,2026-05-09 00:01:22.426737,F1237,FUN TIME 2026G,COKELAT,"SUMBER SARI,CV",3,23300,22220.0,69900,3240.0,66660.0,Tunai,Selesai,2026,5,9
14506,2026-05-08 00:01:22.428926,E1659,ESK KIDS COLOGNE GEL 50ML MAGICAL,SABUN & SAMPHOO,PT ANUGRAH PERK,6,5200,4700.0,31200,3000.0,28200.0,Transfer,Selesai,2026,5,8
14507,2025-07-23 00:01:22.431134,O0013,OBH COMBI+ 60ML MENTHOL,OBATAN,GEMBIRA,9,7800,7100.0,70200,6300.0,63900.0,Tunai,Selesai,2025,7,23
14508,2026-02-07 00:01:22.433346,R1656,REJOICE SHAMPOO 200ML,SABUN & SAMPHOO,"SUMBER SARI,CV",9,11400,10750.0,102600,5850.0,96750.0,Transfer,Selesai,2026,2,7
14509,2025-07-25 00:01:22.435440,M4430,MIE TELUR AYAM 2 TELUR,BISKUIT,PT.YOFA NIAGA P,1,3300,2950.0,3300,350.0,2950.0,Tunai,Proses,2025,7,25
14510,2026-04-27 00:01:22.437511,R1059,ROYCO SAPI 8G/12 BKS,BUMBU,PRINTIS PRIBADI,5,3500,3120.0,17500,1900.0,15600.0,Tunai,Selesai,2026,4,27
14511,2026-01-15 00:01:22.439550,L2350,LACTAMIL IH MADU 400G,BISKUIT,PT SELATINDO BA,4,41900,42147.0,167600,-988.0,168588.0,Tunai,Selesai,2026,1,15
14512,2026-05-26 00:01:22.441575,F1308,FORMULA KIDDO SKT GG,STATIONERY,ABM,10,5500,5000.0,55000,5000.0,50000.0,Tunai,Selesai,2026,5,26
14513,2025-10-23 00:01:22.443609,J1158,JERAMS PUDDING MANGO 80GX6S,MAKANAN PAGI,MMP,10,11400,10843.0,114000,5570.0,108430.0,Tunai,Selesai,2025,10,23
