kode_barang,kode_barcode,kode_barcode_2,kode_barcode_3,nama,kategori,sub_kategori,supplier,tanggal_beli,isi,isi_satuan_3,satuan_1,satuan_2,satuan_3,toko,gudang,hpp,harga_toko_1,harga_toko_2,harga_toko_3,harga_partai_1,harga_partai_2,harga_partai_3,harga_cabang_1,harga_cabang_2,harga_cabang_3,lokasi,ukuran,warna,nama_2,nama_3,stok_min,stok_max,total_stock,total_sales,profit_margin,low_stock_flag,fast_moving_flag,margin_category
C3827,8990090102598,,,CARING EVARLAST DAC 04 TAN BEIGE,GULAPUTIH,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,30545.0,32000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,29.0,0.0455,True,False,Low
C3869,8990090102604,,,CARING EVERLAST DAC RF 01 IVORY NUD,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,KARDUS,Unknown,Unknown,0,0,24091.0,24500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,30.0,0.0167,True,False,Low
C3866,673866,,,CARING EVERLAST DAC RF 03 SOFT NATU,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,KARDUS,Unknown,Unknown,0,0,24091.0,24500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0167,True,True,Low
C3867,8990090102437,,,CARING EVERLAST DAC RF 04 SAND BAIG,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,KARDUS,Unknown,Unknown,0,0,13133.0,14000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,37.0,0.0619,True,False,Low
C3868,8990090102628,,,CARING EVERLAST DAC RF03 SOFT NATUR,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,KARDUS,Unknown,Unknown,0,0,24091.0,24500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,31.0,0.0167,True,False,Low
C3865,8990090103342,,,CARING F.W DAC RF 01 WHITE BEIGE,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,KARDUS,Unknown,Unknown,0,0,12727.0,14000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,41.0,0.0909,True,False,Low
C3862,8990090103359,,,CARING F.W DAC RF 02 WHITE YELLOW,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,KARDUS,Unknown,Unknown,0,0,13124.0,14000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,44.0,0.0626,True,False,Low
C3864,8990090103366,,,CARING F.W DAC RF 03 WHITE TEN,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,KARDUS,Unknown,Unknown,0,0,13124.0,14000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.0626,True,False,Low
C3863,8990090103380,,,CARING F.W DAC RF 04 PURE WHITE,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,KARDUS,Unknown,Unknown,0,0,13454.0,14800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,30.0,0.0909,True,False,Low
C4112,8990090103311,,,CARING FW DAC 01,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,6,1,BUNGKUS,Unknown,Unknown,0,0,22908.0,24200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,32.0,0.0534,True,False,Low
C4110,8990090103328,,,CARING FW DAC 02,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,6,1,BUNGKUS,Unknown,Unknown,0,0,22908.0,24200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,47.0,0.0534,True,True,Low
C4111,8990090103335,,,CARING FW DAC 03,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,6,1,BUNGKUS,Unknown,Unknown,0,0,22908.0,24200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,13.0,0.0534,True,False,Low
C4109,8990090103373,,,CARING FW DAC 04,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,6,1,BUNGKUS,Unknown,Unknown,0,0,22908.0,24200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0534,True,True,Low
C4107,8990090103434,,,CARING FW DAC 05,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,6,1,BUNGKUS,Unknown,Unknown,0,0,22908.0,24200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,26.0,0.0534,True,False,Low
C4108,8990090103458,,,CARING FW DAC 06,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,6,1,BUNGKUS,Unknown,Unknown,0,0,22908.0,24200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,46.0,0.0534,True,True,Low
C4113,8990090103441,,,CARING FW DAC RF 05,DETERGEN,Unknown,"SUMBER SARI,CV",1899-12-30,6,1,BUNGKUS,Unknown,Unknown,0,0,13454.0,14800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0909,True,True,Low
C3829,8990090103090,,,CARING M. BALANCE DAC 03 FUSION BEI,GULAPUTIH,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,25454.0,26700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,46.0,0.0467,True,True,Low
C3830,8990090103106,,,CARING M. BALANCE DAC 04 TROPICAL B,GULAPUTIH,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,25454.0,26700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,37.0,0.0467,True,False,Low
C3828,8990090103076,,,CARING M.BALANCE DAC 01LIGHT SUEDE,GULAPUTIH,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,25454.0,26700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.0467,True,False,Low
C4206,8992756534088,,,CARLSBERG BEER 500ML,SABUN & SAMPHOO,Unknown,LIM SIANG HUAT,1899-12-30,24,1,BOTOL,Unknown,Unknown,0,0,10833.0,11600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,31.0,0.0661,True,False,Low
C2795,8992756533685,,,CARLSBERG BEER BTL 620ML,BEER,Unknown,LIM SIANG HUAT,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,23750.0,26200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.0935,True,True,Low
C0555,8992756031334,,,CARLSBERG BEER CAN 330ML,BEER,Unknown,LIM SIANG HUAT,1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,7500.0,8000,,,,,,,,,Unknown,Unknown,Unknown,,,48,0,0,29.0,0.0625,True,False,Low
C4047,8992696423060,,,CARNATION EJU 380G,SNACK,Unknown,"BINTANG BARU, P",1899-12-30,48,1,BUNGKUS,Unknown,Unknown,0,0,6493.0,6900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,24.0,0.059,True,False,Low
C3136,8992696417052,,,CARNATION SKM 380G,SUSU,Unknown,PD BINTANG BARU,1899-12-30,48,1,KALENG,Unknown,Unknown,0,0,5541.1,6000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,2.0,0.0765,True,False,Low
C3645,8850124018205,,,CARNATION SUSU 405G,SUSU,Unknown,"INDOSINMA JAYA,",1899-12-30,48,1,PACKs,Unknown,Unknown,0,0,0.93,6700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.9999,True,True,High
S2189,8992746700806,,,CARRERA DASH-BOARD CLEAN 175ML,DETERGEN,Unknown,NATURAL ALTOVIR,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,10831.0,11400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,29.0,0.0499,True,False,Low
C3836,8992746700899,,,CARRERA MTOR 15G,MINUMAN,Unknown,PRINTIS PRIBADI,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,801.0,1000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,20.0,0.199,True,False,Medium
C3680,8992746700769,,,CARRERA SMP MOTOR,TISSUE,Unknown,NATURAL ALTOVIR,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,350.0,500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.3,True,True,High
C3926,8992745705031,,,CARRERA SPON,DETERGEN,Unknown,NATURAL ALTOVIR,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,1431.0,1700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,32.0,0.1582,True,False,Medium
S2184,8992745700913,,,CARRERA SPON PENCU MBL,ALAT RUMAH TANGGA,Unknown,NATURAL ALTOVIR,1899-12-30,24,1,PCs,Unknown,Unknown,0,0,8618.0,9200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,44.0,0.0633,True,False,Low
S2194,8992746700844,,,CARRERA WASH&GLOOS 400ML REFF,DETERGEN,Unknown,NATURAL ALTOVIR,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,3604.0,4000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.099,True,False,Low
S2195,8992746700875,,,CARRERA WASH&GLOW 800ML REF,DETERGEN,Unknown,NATURAL ALTOVIR,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,6363.0,6800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,12.0,0.0643,True,False,Low
S2190,8992746700738,,,CARRERA XP-1000 200GR,DETERGEN,Unknown,NATURAL ALTOVIR,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,17997.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,25.0,0.0478,True,False,Low
C0573,8992832601208,,,CASABLANCA  B.MIST 100ML ENERGETIC,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.0642,True,False,Low
C2706,8992832602137,,,CASABLANCA B.MIST 100ML AMBITIOUS,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,7500.0,9000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,47.0,0.1667,True,True,Medium
C0571,8992832601161,,,CASABLANCA B.MIST 100ML AQUA(INDO),PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0642,True,True,Low
C0572,8992832601192,,,CASABLANCA B.MIST 100ML CLASSIC,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,26.0,0.0642,True,False,Low
C2761,8992832602168,,,CASABLANCA B.MIST 100ML DYNAMIC,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.0642,True,False,Low
C0574,8992832601222,,,CASABLANCA B.MIST 100ML FANTASY,PARFUM,Unknown,RUPAT KARYA  SE,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,29.0,0.0642,True,False,Low
C0575,8992832601215,,,CASABLANCA B.MIST 100ML ILLUSION,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0642,True,True,Low
C2507,8992832602144,,,CASABLANCA B.MIST 100ML INTENSE,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,22.0,0.0642,True,False,Low
C0576,8992832601185,,,CASABLANCA B.MIST 100ML ROMANTIC,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,37.0,0.0642,True,False,Low
C3008,8992832602731,,,CASABLANCA B.MIST 100ML SPORTY,PARFUM,Unknown,RUPAT KARYA  SE,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0642,True,True,Low
C0565,8992832601444,,,CASABLANCA DEO 100ML BLACK,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,11500.0,12200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0574,True,True,Low
C0567,8992832601505,,,CASABLANCA DEO 100ML BLUE,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,10227.0,12200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,14.0,0.1617,True,False,Medium
C0569,8992832601512,,,CASABLANCA DEO 100ML COKLAT,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,11500.0,12200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,4.0,0.0574,True,False,Low
C0596,8992832601475,,,CASABLANCA DEO 100ML GOLD,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,11500.0,12200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0574,True,True,Low
C0619,8992832601499,,,CASABLANCA DEO 100ML MERAH,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,11500.0,12200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,20.0,0.0574,True,False,Low
C0609,8992832601468,,,CASABLANCA DEO 100ML PINK,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,11500.0,12200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,20.0,0.0574,True,False,Low
C0593,8992832601451,,,CASABLANCA DEO 100ML PUTIH,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,11500.0,12200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.0574,True,False,Low
C0620,8992832601482,,,CASABLANCA DEO 100ML SILVER,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,10227.0,12200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,19.0,0.1617,True,False,Medium
C0591,8992832130012,,,CASABLANCA DEO 200ML BLACK,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,21591.0,22700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0489,True,True,Low
C0568,8992832112018,,,CASABLANCA DEO 200ML BLUE,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,21591.0,22700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.0489,True,False,Low
C0570,8992832112001,,,CASABLANCA DEO 200ML COKLAT,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,21591.0,22700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0489,True,True,Low
C0562,8992832130050,,,CASABLANCA DEO 200ML MAS,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,21591.0,22700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0489,True,True,Low
C0592,8992832162006,,,CASABLANCA DEO 200ML MERAH,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,21591.0,22700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0489,True,True,Low
C0621,8992832130067,,,CASABLANCA DEO 200ML PINK,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,21591.0,22700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,37.0,0.0489,True,False,Low
C0618,8992832130043,,,CASABLANCA DEO 200ML PUTIH,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,21591.0,22700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,41.0,0.0489,True,False,Low
C0622,8992832130036,,,CASABLANCA DEO 200ML SILVER,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,21591.0,22700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,40.0,0.0489,True,False,Low
C0564,8992832594241,,,CASABLANCA EDT 100ML 308 AQUA,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,17950.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.0503,True,False,Low
C0608,8992832183162,,,CASABLANCA EDT 100ML 309 SAKURA,PARFUM,Unknown,"MAHA NAGA, TK",1899-12-30,3,1,PCs,Unknown,Unknown,0,0,18068.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.044,True,False,Low
C0566,8992832183100,,,CASABLANCA EDT 100ML 310,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,17600.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.0688,True,False,Low
C0617,8992832183117,,,CASABLANCA EDT 125ML  311,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,17950.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.0503,True,False,Low
C0606,8992832113046,,,CASABLANCA EDT 125ML 304,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,18068.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,47.0,0.044,True,True,Low
C0607,8992832113053,,,CASABLANCA EDT 125ML 305 PINK,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,17950.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.0503,True,True,Low
C0603,8992832113015,,,CASABLANCA EDT 301 HITAM,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,18068.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.044,True,False,Low
C0563,8992832113060,,,CASABLANCA EDT 306 ANGSA 100ML,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,17900.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.0529,True,True,Low
C2207,8992832601864,,,CASABLANCA EDT 60ML GOLD,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,17950.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,4.0,0.0503,True,False,Low
C0610,8992832140028,,,CASABLANCA POMADE 100GR BLACK,MINYAK RAMBUT,Unknown,INDOMEDIKA MULI,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6000.0,6500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,46.0,0.0769,True,True,Low
C0611,8992832601147,,,CASABLANCA POMADE 100GR BLUE,MINYAK RAMBUT,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6000.0,7500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,46.0,0.2,True,True,High
C0612,8992832140066,,,CASABLANCA POMADE 100GR GOLD,MINYAK RAMBUT,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6000.0,7500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,44.0,0.2,True,False,High
C0614,8992832140059,,,CASABLANCA POMADE 100GR PINK,MINYAK RAMBUT,Unknown,INDOMARCO,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6000.0,7500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.2,True,False,High
C0616,8992832140035,,,CASABLANCA POMADE 100GR WHITE,MINYAK RAMBUT,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6000.0,7500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,31.0,0.2,True,False,High
C2091,8992832601666,,,CASABLANCA ROLL ON 50ML BLUE,PARFUM,Unknown,"MAHA NAGA, TK",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,7841.0,8300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,25.0,0.0553,True,False,Low
C2074,8992832601628,,,CASABLANCA ROLL ON 50ML HTM,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,9545.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,31.0,0.0642,True,False,Low
C3137,8992832601611,,,CASABLANCA ROLL ON 50ML HTM F.MAN,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,8800.0,9300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,18.0,0.0538,True,False,Low
C2021,8992832601659,,,CASABLANCA ROLL ON 50ML MAS,KOSMETIK,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,7841.0,8300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0553,True,True,Low
C3899,8992832603059,,,CASABLANCA ROLL ON 50ML ORANGE,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,LUSIN,Unknown,Unknown,0,0,7841.0,8300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,22.0,0.0553,True,False,Low
C2020,8992832601635,,,CASABLANCA ROLL ON 50ML PINK,KOSMETIK,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,9850.0,10200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,23.0,0.0343,True,False,Low
C3027,8992832602861,,,CASABLANCA ROLL ON 50ML PUTIH,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,8800.0,9300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,33.0,0.0538,True,False,Low
C3026,8992832602854,,,CASABLANCA ROLL ON 50ML SILVER,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,7841.0,8300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,25.0,0.0553,True,False,Low
C3963,8992832603066,,,CASABLANCA ROLL ON 50MLPERSPIRANT,PARFUM,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,8800.0,9300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.0538,True,False,Low
C3430,8992832602724,,,CASABLANCA SILVER MEN 60ML,PARFUM,Unknown,"ABDI BATAM, UD",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,17600.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,32.0,0.0688,True,False,Low
C2815,8995028201428,,,CASANDRA SPON PETAK,KOSMETIK,Unknown,ASIA MAKMUR PER,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,1050.0,3000,,,,,,,,,Unknown,Unknown,Unknown,,,6,0,0,48.0,0.65,True,True,High
C3728,4971850127802,,,CASIO CA 308,STATIONERY,Unknown,a,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,18500.0,23000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,37.0,0.1957,True,False,Medium
C3727,6926763600353,,,CASIO FX 82MS,STATIONERY,Unknown,a,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,87500.0,112000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,26.0,0.2188,True,False,High
C3831,8993545700646,,,CASSATO CRACKERS ORIGINAL 17G,BUMBU,Unknown,PT.YAFINDO  MIT,1899-12-30,24,1,BOTOL,Unknown,Unknown,0,0,833.33,1000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,19.0,0.1667,True,False,Medium
C3832,8993545701520,,,CASSATO CRACKERS RESTO 17G,BUMBU,Unknown,PT.YAFINDO  MIT,1899-12-30,1,1,LUSIN,Unknown,Unknown,0,0,833.0,1000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.167,True,True,Medium
C4168,8995103889718,,,CAT AIR ENTER NO.110,SUSU,Unknown,GAJAH MADA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,5000.0,7500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,30.0,0.3333,True,False,High
C3650,67,,,CATUR L,DETERGEN,Unknown,RUPAT KARYA  SE,1899-12-30,1,1,PAPAN,Unknown,Unknown,0,0,14000.0,18500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,13.0,0.2432,True,False,High
C3649,66,,,CATUR M,DETERGEN,Unknown,RUPAT KARYA  SE,1899-12-30,1,1,PAPAN,Unknown,Unknown,0,0,13000.0,17000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.2353,True,False,High
C3648,65,,,CATUR S,DETERGEN,Unknown,RUPAT KARYA  SE,1899-12-30,1,1,PAPAN,Unknown,Unknown,0,0,12000.0,16500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.2727,True,True,High
C3767,208,,,CATUR XL,STATIONERY,Unknown,GAJAH MADA,1899-12-30,1,1,LUSIN,Unknown,Unknown,0,0,21000.0,23500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,6.0,0.1064,True,False,Medium
C3939,8998103100692,,,CB ANTISEPTICK WIPES 55S,MIE,Unknown,PT MULTIBOGA  A,1899-12-30,36,1,PACKs,Unknown,Unknown,0,0,12712.0,13300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0442,True,True,Low
C0626,8998103004846,,,CB BAG MEDIUM +B.THICK W,PRODUCT BAYI,Unknown,MITRA MANDIRI T,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,26104.0,27400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,34.0,0.0473,True,False,Low
C3692,88820262,,,CB BATH 100ML GC,PRODUCT BAYI,Unknown,MITRA MANDIRI T,1899-12-30,6,1,BOTOL,Unknown,Unknown,0,0,6545.0,7200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,13.0,0.091,True,False,Low
C0631,8998103202037,,,CB BATH 100ML N.C,PRODUCT BAYI,Unknown,MITRA MANDIRI T,1899-12-30,6,1,BOTOL,Unknown,Unknown,0,0,6545.0,7200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.091,True,False,Low
C0633,8888103202215,,,CB BATH 200ML BLUE G.C,PRODUCT BAYI,Unknown,MITRA MANDIRI T,1899-12-30,6,1,BOTOL,Unknown,Unknown,0,0,10780.0,11400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0544,True,True,Low
