kode_barang,kode_barcode,kode_barcode_2,kode_barcode_3,nama,kategori,sub_kategori,supplier,tanggal_beli,isi,isi_satuan_3,satuan_1,satuan_2,satuan_3,toko,gudang,hpp,harga_toko_1,harga_toko_2,harga_toko_3,harga_partai_1,harga_partai_2,harga_partai_3,harga_cabang_1,harga_cabang_2,harga_cabang_3,lokasi,ukuran,warna,nama_2,nama_3,stok_min,stok_max
G2689,733415470259,0.0,0.0,GE WATER APPEL,MANISAN,0.0,"INDOSINMA JAYA,",1899-12-30,6,1,PCs,0.0,0.0,0,0,21375.0,22500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2283,8995207803870,0.0,0.0,GELAS AS 350ML OWL (S.A),ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
L0704,8999979023214,0.0,0.0,GELAS CARINA GC15 L/S,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
C2129,8999979018395,0.0,0.0,GELAS ELEPHANT CUP GL-31 LS,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0422,8998338045492,0.0,0.0,GELAS EXOLIA GL 4549,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0423,8998338045508,0.0,0.0,GELAS EXOLIA GL 4550 (A.C/S.A),PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1606,8999979000482,0.0,0.0,GELAS FANCY TUTUP L-17 GL 60 LS,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1858,8999979030458,0.0,0.0,GELAS GOGO MUG GLK-35 L/S,PECAH BELAH,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2350,8992830554728,0.0,0.0,GELAS GRAPE 5547 6S HW,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
H0160,8992830155499,0.0,0.0,GELAS HW 5549 FRUTA (,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1722,8992830155598,0.0,0.0,GELAS ISABELLA 5559 HWII (S.A),PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2141,8999979029056,0.0,0.0,GELAS IZZI CUP GL-68 L/S,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1847,6935169333024,0.0,0.0,GELAS JUICE 8B418,PECAH BELAH,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1288,6924820939323,0.0,0.0,GELAS KERAMIK TTP 8A7,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1983,6924820940558,0.0,0.0,GELAS KERAMIK TUTUP 8A19A,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1927,8999979029223,0.0,0.0,GELAS L/S GLP12 PPG C2,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1926,8999979028479,0.0,0.0,GELAS L/S GLP73 PPG,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1538,8999979027489,0.0,0.0,GELAS L/S TOM&JERRY GL373 (A.C),PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1877,8995207800039,0.0,0.0,GELAS MELY MUG MM-401 OWL,PECAH BELAH,0.0,AGS,1899-12-30,6,1,PCs,0.0,0.0,0,0,7500.0,11000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1859,8999979027380,0.0,0.0,GELAS MIMI MUG GLJ-75,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1607,8999979013697,0.0,0.0,GELAS OWL CUPGL-21 LS,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2549,6935571199034,0.0,0.0,GELAS PELASTIK  GAGANG,ALAT RUMAH TANGGA,0.0,MULTI GLOBAL TR,1899-12-30,1,1,BOX,0.0,0.0,0,0,2142.0,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,0
G1658,8992830155567,0.0,0.0,GELAS PICNIC FENDY 5556 HW 6S(S.A),ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1924,6923125476502,0.0,0.0,GELAS PLASTICK 172,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1820,8997006805048,0.0,0.0,GELAS PLASTIK 5004DT HOMMY ( A.C ),ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2499,25,0.0,0.0,GELAS PLASTIK 6.5OZ @50,PERMEN,0.0,JAYA PUTRA SAWA,1899-12-30,40,1,BUNGKUS,0.0,0.0,0,0,0.95,9500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1437,6931571065072,0.0,0.0,GELAS PLASTIK 707 SILVER,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2550,6924269820213,0.0,0.0,GELAS PLASTIK [2021],TANDAS,0.0,MULTI GLOBAL TR,1899-12-30,1,1,KARTON,0.0,0.0,0,0,9500.0,13500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,0
G1695,8992830155574,0.0,0.0,GELAS PLS VENTURY 5557 HW (S.A),ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1697,8999979012591,0.0,0.0,GELAS PONY 903 GL-51 L/S (S.A),ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1692,8999979014663,0.0,0.0,GELAS PONY MUG 802 GL-49L/S,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1693,8999979015905,0.0,0.0,GELAS POPY MUG 901 GL-44 L/S,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0421,8999979023177,0.0,0.0,GELAS RUBY 450ML GC-13,TISSUE,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1973,8995207803481,0.0,0.0,GELAS SALSA SHAKER SS-650 OWL,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
L0707,8999979004404,0.0,0.0,GELAS SEDOT TTP C-1GL-14 L/S,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2163,8999979030984,0.0,0.0,GELAS SEDOT TTP C-2GL-12 L/S,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0424,88629027011,0.0,0.0,GELAS SET CAMELIA OK-ST7/5,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1714,88629634417,0.0,0.0,GELAS SET CURIO CPST-8 KIG (S.A),PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1657,88629318911,0.0,0.0,GELAS SET ELEGANT H-11/D6 KIG (S.A),PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
E0652,88629615775,0.0,0.0,GELAS SET EXPOSE HH-9/D6,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
F0279,88629314999,0.0,0.0,GELAS SET FIESTA NZ-1/D6-1 GP,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1713,88629616369,0.0,0.0,GELAS SET GOLDEN LACE HT-11 KIG (S.,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1824,88629016183,0.0,0.0,GELAS SET SPACELINE H-10 KIG(SA),PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1370,88629629659,0.0,0.0,GELAS SET TULIP C.BLUE ETU-02AB(AC),PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1592,88629015230,0.0,0.0,GELAS SET TULIP H-308 KIG (S.A),PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2147,8994070082214,0.0,0.0,GELAS SL 040 ROON,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2200,8998889710108,0.0,0.0,GELAS SS 710 LP TTP,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0993,8998338118295,0.0,0.0,GELAS TAKARAN 1829 GL,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0679,8998338118301,0.0,0.0,"GELAS TAKARAN 1830 0,5LT GL",ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0680,8998338118318,0.0,0.0,GELAS TAKARAN 1LT 1831 G/L,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1000,8998338052803,0.0,0.0,GELAS THERMO EVENIA 5280 GL,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1861,8993414483717,0.0,0.0,GELAS TRENDY(B)BM-371,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1505,8999979026819,0.0,0.0,GELAS TTP LOLA GL77 L/S,PECAH BELAH,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1708,8998889072268,0.0,0.0,GELAS TTP ORCHID SS710LLP SS,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1805,8998889071261,0.0,0.0,GELAS TTP ORCHID SS710LP SS,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1876,8995207801791,0.0,0.0,GELAS TURTLE MUG TM-501 OWL,PECAH BELAH,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1982,6928123908727,0.0,0.0,GELAS TUTUP CARTOON K6,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2741,8995207800688,0.0,0.0,GELAS TUTUP SET PONYTA(PC 001)OWL,SUSU,0.0,AGS,1899-12-30,6,1,PCs,0.0,0.0,0,0,9000.0,12000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1421,88629619575,0.0,0.0,GELAS+JUG DAISIES 7PCS (A.C),ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1243,8591844003422,0.0,0.0,GELAS+JUG JUICE 7PC,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,KARDUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1255,8591844003439,0.0,0.0,GELAS+JUG JUICE 7PCS,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2457,876547895610,0.0,0.0,GELATIK DRAWING BOOK A4,STATIONERY,0.0,Unknown,1899-12-30,1,1,KARTON,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2340,8997006450101,0.0,0.0,GELDY BLACK STICK 24X16G CAPPU,BISKUIT,0.0,Unknown,1899-12-30,6,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2339,8997006450088,0.0,0.0,GELDY BLACK STICK 24X16G COKLAT,BISKUIT,0.0,Unknown,1899-12-30,6,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2341,8997006450071,0.0,0.0,GELDY BLACK STICK 24X16G PEANUT,BISKUIT,0.0,Unknown,1899-12-30,6,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2338,8997006450064,0.0,0.0,GELDY BLACK STICK 24X16G VANILA,BISKUIT,0.0,Unknown,1899-12-30,6,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2363,8997006450095,0.0,0.0,GELDY CAPPUCINO,MAKANAN,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2364,8997006450040,0.0,0.0,GELDY COKLAT,MAKANAN,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2365,8997006450057,0.0,0.0,GELDY PEANUT,MAKANAN,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2366,8997006450033,0.0,0.0,GELDY VANILLA,MAKANAN,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0426,8993176812039,0.0,0.0,GELIGA BALSEM OTOT 10GR,OBATAN,0.0,GEMBIRA,1899-12-30,12,1,PCs,0.0,0.0,0,0,2850.0,3200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0427,8993176812022,0.0,0.0,GELIGA BALSEM OTOT 20GR,OBATAN,0.0,GEMBIRA,1899-12-30,12,1,PCs,0.0,0.0,0,0,5366.66,5800,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0428,8993176812015,0.0,0.0,GELIGA BALSEM OTOT 40GR,OBATAN,0.0,GEMBIRA,1899-12-30,12,1,PCs,0.0,0.0,0,0,10458.33,11200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2387,8993176120080,0.0,0.0,GELIGA MINYAK OTOT 30ML,OBATAN,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2386,8993176120004,0.0,0.0,GELIGA MINYAK OTOT 60ML,OBATAN,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1799,8993297181557,0.0,0.0,GEMA SARDINES 155G TOMATO,MAKANAN KALENG,0.0,Unknown,1899-12-30,50,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1800,8993297184251,0.0,0.0,GEMA SARDINES 425G TOMATO,MAKANAN KALENG,0.0,Unknown,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2176,6927865103162,0.0,0.0,GEMBOK 20MM GOLDDOOR/UCI,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1757,6901750112651,0.0,0.0,GEMBOK 50MM TRI-CIRCLE,STATIONERY,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2081,6934121380014,0.0,0.0,GEMBOK CODE CR-601,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2082,6934121380045,0.0,0.0,GEMBOK CODE CR-602,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2274,6925542032613,0.0,0.0,GEMBOK J.FLOWER 20MM,STATIONERY,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2273,6925542032620,0.0,0.0,GEMBOK J.FLOWER 25MM,STATIONERY,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2241,8994680004590,0.0,0.0,GEMBOK MAX 1230-020,STATIONERY,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2238,8994680004606,0.0,0.0,GEMBOK MAX 1230-025,ALAT BANGUNAN,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2240,8994680004613,0.0,0.0,GEMBOK MAX 1230-030,STATIONERY,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2242,8994680004620,0.0,0.0,GEMBOK MAX 1230-040,ALAT BANGUNAN,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2239,8994680004637,0.0,0.0,GEMBOK MAX 1230-050,ALAT BANGUNAN,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1923,6934121380069,0.0,0.0,GEMBOK PADLOCK CODE,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2257,6934121380106,0.0,0.0,GEMBOK PADLOCK CODE CR-601,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1767,6990803005200,0.0,0.0,GEMBOK SIO SAMPING 20MM (J.E),ELEKTRONIK,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0429,8992781220314,0.0,0.0,GEMILANG KAPSUL 12@550MG,OBATAN,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1790,6930673500993,0.0,0.0,GENDONGAN BABY,PRODUCT BAYI,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1894,8993551110286,0.0,0.0,GENETO BISC CEREAL 15G COKLAT,SNACK,0.0,Unknown,1899-12-30,30,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1896,8993551110293,0.0,0.0,GENETO BISC CEREAL 15G SUSU VNL,SNACK,0.0,Unknown,1899-12-30,30,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1895,8993551110309,0.0,0.0,GENETO BISC SEREAL 15G STRAW,SNACK,0.0,Unknown,1899-12-30,30,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2674,8888166994683,0.0,0.0,GENJI PIE SAND 110G,BISKUIT,0.0,PT.SUMBER SARI,1899-12-30,24,1,PACKs,0.0,0.0,0,0,5200.0,5600,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2762,8992775312872,0.0,0.0,GERIY WAFELATOS,BISKUIT,0.0,Unknown,1899-12-30,6,1,PCs,0.0,0.0,0,0,0.0,10500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1943,8992775317105,0.0,0.0,GERRY SALUT 16GRX24,SNACK,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1425,8992775315019,0.0,0.0,GERY BISCHOC 15GR,COKELAT,0.0,Unknown,1899-12-30,1,1,KARTON,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1867,8992775316115,0.0,0.0,GERY BISMART 77GR,BISKUIT,0.0,SNS.PT,1899-12-30,12,1,BUNGKUS,0.0,0.0,0,0,984.0,1200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2409,8992775316122,0.0,0.0,GERY BISMART CHOCO 33GR,SNACK,0.0,Unknown,1899-12-30,1,1,KARTON,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G2563,8992775316153,0.0,0.0,GERY BISMART COLIN+SUSU 25G,BISKUIT,0.0,SNS.PT,1899-12-30,24,1,BUNGKUS,0.0,0.0,0,0,410.42,500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1832,8992775316108,0.0,0.0,GERY BISMART ENERGI 33GR,BISKUIT,0.0,Unknown,1899-12-30,24,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G1666,8992775312506,0.0,0.0,GERY CARAMEL 24G ROMEO JULIET,BISKUIT,0.0,Unknown,1899-12-30,16,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
G0442,8992775311165,0.0,0.0,GERY CHOCO ROLL 100GR,BISKUIT,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48,0
