transaction_id,tanggal,kode_barang,nama_produk,kategori,supplier,qty,harga_jual,hpp,total,profit,tahun,bulan,hari
23047,2026-01-17 21:19:29.425583,M2562,HELLO PANDA 45G CHOCO PEANUT,COKELAT,0,9,0,0.0,0,0.0,2026,1,17
23048,2026-03-11 21:19:29.426974,M2136,M.P.LIPS FUNKY TULIP,KOSMETIK,0,7,0,0.0,0,0.0,2026,3,11
23049,2025-10-31 21:19:29.428341,P4040,POLDANMIG BOX 25 SACH,OBATAN,0,1,0,0.0,0,0.0,2025,10,31
23050,2026-04-22 21:19:29.429773,S7229,SWEETY PANTZ XL20,PAMPERS,"HANSEL DNP, PT",5,45900,43667.0,229500,11165.0,2026,4,22
23051,2025-10-29 21:19:29.431185,Z0119,ZEST SOAP 90G RAINFOREST BREEZE,SABUN & SAMPHOO,0,4,0,0.0,0,0.0,2025,10,29
23052,2025-12-23 21:19:29.432558,K3267,KONDISIONER LOREAL NUTRI-GLOSS 180,KOSMETIK,"BINTANG LIMA, P",10,19900,17600.0,199000,23000.0,2025,12,23
23053,2025-07-22 21:19:29.433937,G1887,GARUDA KC KRITING 40G,SNACK,0,5,0,0.0,0,0.0,2025,7,22
23054,2026-04-01 21:19:29.435321,D1881,DUNHILL MERAH SLOP,MINUMAN,ANGUANG,1,118000,116000.0,118000,2000.0,2026,4,1
23055,2026-04-02 21:19:29.436685,L2409,LOOSE LEAF 100L A5,STATIONERY,GAJAH MADA,5,5500,4000.0,27500,7500.0,2026,4,2
23056,2025-08-18 21:19:29.438048,N1394,NUVO HAND SANITIZER 85ML HIJAU,SABUN & SAMPHOO,PT CITRA UTAMA,6,3800,3502.0,22800,1788.0,2025,8,18
23057,2025-12-24 21:19:29.439428,T2574,T/S GULA JAWA 350ML BTL,MINUMAN,NATURAL ALTOVIR,4,35900,34100.0,143600,7200.0,2025,12,24
23058,2025-12-31 21:19:29.440875,I0051,ICE COOL 320ML MANGO,MINUMAN,0,10,0,0.0,0,0.0,2025,12,31
23059,2025-09-24 21:19:29.442277,K1981,KABEL SETRIKA KAN SHEN,ELEKTRONIK,0,1,0,0.0,0,0.0,2025,9,24
23060,2026-02-20 21:19:29.443652,Y0314,YVONNE EYEBROW PENCIL BROWN,KOSMETIK,0,2,0,0.0,0,0.0,2026,2,20
23061,2025-06-30 21:19:29.445022,P3160,PONDS WB DETOX GOLD 50ML,KOSMETIK,PRINTIS PRIBADI,8,23500,22800.0,188000,5600.0,2025,6,30
23062,2025-10-07 21:19:29.446395,B4345,BAYGON YELLOW 275ML,DETERGEN,PRIMA RINTIS SE,10,14700,13940.58,147000,7594.200000000001,2025,10,7
23063,2026-02-22 21:19:29.447753,V0456,VIVELLE S.COLOGNE 75ML MIGNON,PARFUM,0,8,0,0.0,0,0.0,2026,2,22
23064,2026-04-09 21:19:29.449128,T0155,TANGO WAFER 80G COKLAT,BISKUIT,PT ANUGRAH PERK,1,4100,3717.0,4100,383.0,2026,4,9
23065,2025-09-21 21:19:29.450619,S5475,SNOOPY POTATO 85G ONION,SNACK,MMP,9,10500,1.46,94500,94486.86000000002,2025,9,21
23066,2025-08-07 21:19:29.451997,P3772,PENA SENTER (MEGA),MANISAN,0,3,0,0.0,0,0.0,2025,8,7
23067,2025-07-25 21:19:29.453365,B3647,BUKU TULIS OK 38LBX10S,STATIONERY,0,9,0,0.0,0,0.0,2025,7,25
23068,2026-03-07 21:19:29.454762,P3278,PISAU KUPAS EX 388 MINI US,PECAH BELAH,0,4,0,0.0,0,0.0,2026,3,7
23069,2026-03-09 21:19:29.456130,P3635,PAMPERS NEW BABY  VALUE S-58,PAMPERS,0,2,0,0.0,0,0.0,2026,3,9
23070,2025-12-03 21:19:29.457488,Z0216,ZEE TEEN GIRLS VANILA 200G PLAT,TEH & KOPI,"BINTANG LIMA, P",3,18900,18500.0,56700,1200.0,2025,12,3
23071,2025-06-29 21:19:29.459072,L1645,LIFEBUOY SOAP 90GX3S WHITE,SABUN & SAMPHOO,0,9,0,0.0,0,0.0,2025,6,29
23072,2026-04-25 21:19:29.460613,B0453,BAYGON BAR 750ML LAVENDER,TANDAS,PRIMA RINTIS SE,8,29800,28296.75,238400,12026.0,2026,4,25
23073,2025-10-09 21:19:29.462000,A1173,ALPENLIEBE KOPI CREAM 41G.10BTR,PERMEN,0,7,0,0.0,0,0.0,2025,10,9
23074,2025-08-13 21:19:29.463372,S6677,SHP SUNSILK ANTI DANDRUFF 180ML,SABUN & SAMPHOO,PRINTIS PRIBADI,10,14300,13000.0,143000,13000.0,2025,8,13
23075,2025-09-30 21:19:29.464761,B3022,BARNSBERRY 157G ORANGE CHUNKY,COKELAT,0,8,0,0.0,0,0.0,2025,9,30
23076,2025-07-13 21:19:29.466136,L0304,LIFEBUOY SOAP 90G SURE PINK,SABUN & SAMPHOO,0,4,0,0.0,0,0.0,2025,7,13
23077,2025-05-10 21:19:29.467502,G2732,GSN PURE ACTIVE 50ML SCRUB,SABUN & SAMPHOO,"BINTANG LIMA, P",8,12200,11440.0,97600,6080.0,2025,5,10
23078,2025-09-22 21:19:29.468887,P0432,PC HBL 50ML NOURISHING,KOSMETIK,0,7,0,0.0,0,0.0,2025,9,22
23079,2025-09-04 21:19:29.470343,B3634,B29 PEWANGI FRESH 900ML B.BLUE,DETERGEN,0,10,0,0.0,0,0.0,2025,9,4
23080,2025-07-27 21:19:29.471718,W0748,WRIGLEY DOUBLEMINT 20STICK@15G,PERMEN,"SUMBER SARI,CV",4,36700,34870.0,146800,7320.0,2025,7,27
23081,2025-08-02 21:19:29.473089,C4053,CAP LANG MKP NO.2 60ML,OBATAN,GEMBIRA,8,12600,11916.66,100800,5466.720000000001,2025,8,2
23082,2026-01-26 21:19:29.474497,J0643,JAGOAN NEON TATTO KILAT 3S,PERMEN,0,1,0,0.0,0,0.0,2026,1,26
23083,2026-04-24 21:19:29.475857,K1782,KOCOKAN TELUR 4037GL (S.A),ALAT RUMAH TANGGA,0,7,0,0.0,0,0.0,2026,4,24
23084,2025-12-05 21:19:29.477230,M3973,MAMY POKO NB14,PAMPERS,PRIMA RINTIS SE,10,25700,24893.0,257000,8070.0,2025,12,5
23085,2025-07-16 21:19:29.478601,P3444,PALL MALL DEO 200ML PINK,PARFUM,0,8,0,0.0,0,0.0,2025,7,16
23086,2025-08-03 21:19:29.480084,I0825,INJOY DIAPERS EX MINI XL-4,PAMPERS,PT KARYA CITRA,8,6300,6000.0,50400,2400.0,2025,8,3
23087,2025-11-06 21:19:29.481456,D2219,DAIRY CHAMP S.K.M 505G,SUSU,a,5,7800,7329.54,39000,2352.3,2025,11,6
23088,2026-02-27 21:19:29.482834,S6127,SWEETY L40 INCHS,PAMPERS,"HANSEL DNP, PT",1,61000,58000.0,61000,3000.0,2026,2,27
23089,2025-09-22 21:19:29.484203,L1327,LUX SH CREAM 750ML WHITE,SABUN & SAMPHOO,0,1,0,0.0,0,0.0,2025,9,22
23090,2025-09-04 21:19:29.485576,M4438,MAMY POKO PANTS EXTRA SOFT S19,PAMPERS,PRIMA RINTIS SE,10,42800,41528.62,428000,12713.799999999974,2025,9,4
23091,2025-06-29 21:19:29.486945,H0870,HAIR DRYER 313,ELEKTRONIK,0,3,0,0.0,0,0.0,2025,6,29
23092,2025-05-24 21:19:29.488310,B4424,BERAS MERAH MATAHARI KU 1KG,MANISAN,MITRA MANDIRI T,3,26200,24800.0,78600,4200.0,2025,5,24
23093,2026-03-22 21:19:29.489680,S6268,SUN TOMAT WORTEL 24BOX@120GR,SUSU,0,4,0,0.0,0,0.0,2026,3,22
23094,2026-03-20 21:19:29.491153,S1419,SIGI FORMULA D-ACT HELM (M),PASTA & S-GIGI,PT ANUGRAH PERK,4,2600,2100.0,10400,2000.0,2026,3,20
23095,2026-02-19 21:19:29.492538,E0297,ENZIM 50ML FRESH MINT,PASTA & S-GIGI,"BINTANG LIMA, P",1,9600,9083.0,9600,517.0,2026,2,19
23096,2026-01-08 21:19:29.493920,F0956,FRESH BREATH 12X36S LEMON,PERMEN,0,3,0,0.0,0,0.0,2026,1,8
23097,2025-05-14 21:19:29.495281,G0927,G/L GEL WHEAT BIRU 60ML,MINYAK RAMBUT,0,4,5500,0.0,22000,22000.0,2025,5,14
23098,2025-07-14 21:19:29.496654,B2531,BIORE MENS F.FOAM 40G WHITE,KOSMETIK,LESTARI MANDIRI,1,6200,5700.0,6200,500.0,2025,7,14
23099,2026-03-28 21:19:29.498036,S7418,SAFEGUARD 90G GREEN,PAMPERS,"SUMBER SARI,CV",9,3500,3200.0,31500,2700.0,2026,3,28
23100,2026-04-18 21:19:29.499419,L2446,LACYS ALUMINIUM FOIL 30CM,SUSU,SRIJAYA RAYA PE,8,9400,8700.0,75200,5600.0,2026,4,18
23101,2026-04-21 21:19:29.500888,R1774,RINSO CAIR 1050ML,KOSMETIK,PRIMA RINTIS SE,7,20700,20000.0,144900,4900.0,2026,4,21
23102,2026-03-29 21:19:29.502272,G2197,G/B G. LONGAN COL. JELLY,MAKANAN KALENG,0,1,0,0.0,0,0.0,2026,3,29
23103,2026-03-18 21:19:29.503633,L2365,LIFEBUOY H.WASH 200ML NATUREPURE PU,DETERGEN,PRIMA RINTIS SE,1,11200,10750.0,11200,450.0,2026,3,18
23104,2025-09-17 21:19:29.505009,K3037,PIRING-L KECAP 12BTL@610ML,KECAP & SAUCE,0,2,0,0.0,0,0.0,2025,9,17
23105,2025-08-25 21:19:29.506392,B4579,BAWANG GRG SUCI 100G,TEH & KOPI,PT.YAFINDO  MIT,10,3400,2900.0,34000,5000.0,2025,8,25
23106,2025-05-23 21:19:29.507761,B2825,BULLION 7356 S ( AKENG ),PAKAIAN,0,1,0,0.0,0,0.0,2025,5,23
23107,2025-10-26 21:19:29.509124,L0549,LOVILLEA G.COL 200ML CHYPRE FLR,PARFUM,0,7,0,0.0,0,0.0,2025,10,26
23108,2026-04-11 21:19:29.510626,E1368,ESK KID SHOWER GEL 250ML PINK,PARFUM,PT ANUGRAH PERK,1,10900,9900.0,10900,1000.0,2026,4,11
23109,2025-07-28 21:19:29.512014,F0225,FANBO GOLD TWC NO.6,KOSMETIK,0,7,0,0.0,0,0.0,2025,7,28
23110,2025-08-25 21:19:29.513393,D1414,DARLIE TOOT SPASTR,ALAT RUMAH TANGGA,0,5,0,0.0,0,0.0,2025,8,25
23111,2026-01-20 21:19:29.514771,D1508,"DUMEX DUGRO 3+ 1,8KG MADU",SUSU,0,9,0,0.0,0,0.0,2026,1,20
23112,2025-12-11 21:19:29.516163,D0907,DYNAMITE CHOCO MINT 25S,PERMEN,0,9,0,0.0,0,0.0,2025,12,11
23113,2026-04-24 21:19:29.517533,J1151,JNJ PIATOS KEJU 50G,SUSU,PT.YAFINDO  MIT,2,4300,3850.0,8600,900.0,2026,4,24
23114,2026-01-22 21:19:29.518900,H0055,HAND SOAP REF 410ML APPLE,SABUN & SAMPHOO,0,2,0,0.0,0,0.0,2026,1,22
23115,2025-05-17 21:19:29.520418,S2379,STELLA HONEY KISS 50ML APPLE,PARFUM,0,7,0,0.0,0,0.0,2025,5,17
23116,2025-08-12 21:19:29.521861,B3453,BUKU PETAK VISION 38LB,STATIONERY,GAJAH MADA,9,2500,1800.0,22500,6300.0,2025,8,12
23117,2025-12-22 21:19:29.523241,D0083,DAISY SLIM EYE-S NO:3/4,KOSMETIK,0,7,0,0.0,0,0.0,2025,12,22
23118,2026-01-29 21:19:29.524612,L2476,LISTERINE 250ML GREEN TEA,OBATAN,MESTIKA BATAM S,6,18800,17820.0,112800,5880.0,2026,1,29
23119,2025-10-15 21:19:29.525982,S6976,S.AYU KREM PENGHALUS JERUK 90G,GULAPUTIH,"SUMBER SARI,CV",4,14200,13308.0,56800,3568.0,2025,10,15
23120,2026-02-28 21:19:29.527353,K3134,KOTAK NASI PETAK,DETERGEN,MULTI GLOBAL TR,9,12000,9438.0,108000,23058.0,2026,2,28
23121,2025-10-12 21:19:29.528724,B1955,BRYLCREEM COLG 100ML INSPIRE,PARFUM,0,6,0,0.0,0,0.0,2025,10,12
23122,2025-09-29 21:19:29.530201,S0441,S/K P.LANTAI 2LT BIRU,DETERGEN,0,1,0,0.0,0,0.0,2025,9,29
23123,2026-03-02 21:19:29.531579,P4676,PAMPERS ORANGE L8 PANTS,PAMPERS,"SUMBER SARI,CV",1,16300,15503.0,16300,797.0,2026,3,2
23124,2025-11-27 21:19:29.532945,C3718,CITIZEN SLD 7808,MINUMAN,a,1,21000,17000.0,21000,4000.0,2025,11,27
23125,2025-05-23 21:19:29.534315,K0585,KIWI KLEEN BOWL 500ML,DETERGEN,0,10,0,0.0,0,0.0,2025,5,23
23126,2026-02-03 21:19:29.535682,K3368,KOTAK PENSIL GUNINDO,MINYAK GORENG,GAJAH MADA,4,8000,4500.0,32000,14000.0,2026,2,3
23127,2025-07-06 21:19:29.537050,E1301,EQ DRY DIAPERS M-54,PAMPERS,PT KARYA CITRA,1,62600,60800.0,62600,1800.0,2025,7,6
23128,2025-05-12 21:19:29.538494,S4795,SUNSILK SHP 400ML CLEAN&FRESH,SABUN & SAMPHOO,0,10,0,0.0,0,0.0,2025,5,12
23129,2026-04-16 21:19:29.539870,K1888,KECAP IKAN  INCHROYAL GOLD INCH 200CC,KECAP & SAUCE,PT. SUKSES JAYA,5,9200,8750.0,46000,2250.0,2026,4,16
23130,2025-05-31 21:19:29.541380,G1255,GELAS+JUG JUICE 7PCS,ALAT RUMAH TANGGA,0,6,0,0.0,0,0.0,2025,5,31
23131,2026-02-17 21:19:29.542773,B2187,BIKA POKI 15GX36S CHOCO CORN,SNACK,"INDOSINMA JAYA,",1,15700,2.25,15700,15697.75,2026,2,17
23132,2026-04-04 21:19:29.544162,K1716,KERANJANG GATUNG,ALAT RUMAH TANGGA,0,10,0,0.0,0,0.0,2026,4,4
23133,2025-09-15 21:19:29.545527,H0228,HELLO PANDA 20G COKLAT,BISKUIT,"SUMBER SARI,CV",3,1000,800.0,3000,600.0,2025,9,15
23134,2025-05-11 21:19:29.546900,P1620,PIXY EYE M-UP REMOVER 100ML,KOSMETIK,0,7,0,0.0,0,0.0,2025,5,11
23135,2026-02-05 21:19:29.548278,K3136,KINOS GIGI STW,MINUMAN,SRIJAYA RAYA PE,4,17000,2.4,68000,67990.4,2026,2,5
23136,2026-01-13 21:19:29.549686,D2281,DIREKTOR GOLDEN TREE,PERMEN,"INDOSINMA JAYA,",10,7000,4400.0,70000,26000.0,2026,1,13
23137,2026-01-05 21:19:29.551132,Z0026,ZINC SHP 300ML RE-ENERGIZING,SABUN & SAMPHOO,PT CITRA UTAMA,7,17900,16951.0,125300,6643.0,2026,1,5
23138,2026-01-18 21:19:29.552509,R1370,RIDER CD AB PREM 2PCS R718-S,PAKAIAN,0,9,0,0.0,0,0.0,2026,1,18
23139,2026-02-14 21:19:29.553934,B3627,BATERAI SONY AA2 SEDANG,ELEKTRONIK,0,9,0,0.0,0,0.0,2026,2,14
23140,2025-08-15 21:19:29.555328,S4614,PRODENTAL SIGI JUNIOR SOFT,PASTA & S-GIGI,AKP[ANUGRAH KAR,7,5000,4550.0,35000,3150.0,2025,8,15
23141,2025-12-31 21:19:29.556706,E1549,EKPRESSO KOPI BANANA 165G,BISKUIT,PRINTIS PRIBADI,5,4100,3636.37,20500,2318.1500000000005,2025,12,31
23142,2026-02-02 21:19:29.558085,G2436,GUNTING SPL,STATIONERY,0,5,0,0.0,0,0.0,2026,2,2
23143,2025-06-21 21:19:29.559470,O0780,OIL PASTELS 24S,STATIONERY,GAJAH MADA,2,26500,24000.0,53000,5000.0,2025,6,21
23144,2025-10-26 21:19:29.560960,T2419,TEH SARI WANGI 25 CELUP,DETERGEN,PRIMA RINTIS SE,7,4000,3685.0,28000,2205.0,2025,10,26
23145,2025-07-27 21:19:29.562350,R0571,RIVERA LIPS BLUE 13,KOSMETIK,0,6,0,0.0,0,0.0,2025,7,27
23146,2025-07-27 21:19:29.563728,R1361,RIVERA W&G SHINE LIPS 102,KOSMETIK,0,5,0,0.0,0,0.0,2025,7,27
23147,2026-03-12 21:19:29.565093,T1333,TOPLES BESAR 1263A (JHEDY),ALAT RUMAH TANGGA,0,9,0,0.0,0,0.0,2026,3,12
23148,2026-01-03 21:19:29.566481,N1558,NESTLE MILO CHOCO BAR 24X37G,COKELAT,PD BINTANG BARU,5,100700,97720.0,503500,14900.0,2026,1,3
23149,2025-07-28 21:19:29.567842,Y0297,YVONNE LIPS M.MATTE PINK BERRY,KOSMETIK,0,5,0,0.0,0,0.0,2025,7,28
23150,2025-11-18 21:19:29.569271,R1275,RIVERA EYE LINER 02 BIRU,KOSMETIK,0,6,0,0.0,0,0.0,2025,11,18
23151,2026-03-13 21:19:29.570690,L2335,LAMPU PHILIPS ESSENTIAL 3U 3W,ALAT LISTRIK,RUPAT KARYA  SE,3,15200,14300.0,45600,2700.0,2026,3,13
23152,2025-06-11 21:19:29.572076,C0087,C.I.L SOAP 85GR B4 EX.CARE,SABUN & SAMPHOO,0,2,0,0.0,0,0.0,2025,6,11
23153,2025-05-12 21:19:29.573445,M2756,MIE TELOR AA,MINUMAN,PT. SUKSES JAYA,6,3600,3225.0,21600,2250.0,2025,5,12
23154,2026-02-23 21:19:29.574815,S7429,SOFTEX 2IN1 LONG WING 20S,PAMPERS,"HANSEL DNP, PT",7,12300,11167.0,86100,7931.0,2026,2,23
23155,2026-04-20 21:19:29.576184,P0911,PLEDGE FURNITURE 350GR LEMON,DETERGEN,PT. SUKSES JAYA,9,26900,25550.0,242100,12150.0,2026,4,20
23156,2026-04-20 21:19:29.577550,K2176,KOTAK SABUN 8B135,ALAT RUMAH TANGGA,0,6,0,0.0,0,0.0,2026,4,20
23157,2026-01-22 21:19:29.578934,H1195,HIT MAT 48S FLORAL,TANDAS,NATURAL ALTOVIR,6,7900,7481.0,47400,2514.0,2026,1,22
23158,2025-10-15 21:19:29.580410,N0581,NIV V NAT DAY 50ML WHT MOISTUR,KOSMETIK,0,8,0,0.0,0,0.0,2025,10,15
23159,2025-10-07 21:19:29.581805,K2631,KOTAK SABUN SS 0038,ALAT RUMAH TANGGA,0,10,0,0.0,0,0.0,2025,10,7
23160,2025-07-09 21:19:29.583178,C2046,CETAKAN KUE SEMPRIT 105 (S.A),ALAT RUMAH TANGGA,0,1,0,0.0,0,0.0,2025,7,9
23161,2025-10-28 21:19:29.584541,K1410,KLEENEX TISSUE POCKET 4S,TISSUE,0,8,0,0.0,0,0.0,2025,10,28
23162,2025-12-03 21:19:29.586368,B0480,BAYGON ELEC GEL 60HR,OBATAN,0,5,0,0.0,0,0.0,2025,12,3
23163,2025-09-18 21:19:29.587773,B4155,BENDERA 123 300GR VANILA,SUSU,"HANSEL DNP, PT",6,20400,19904.54,122400,2972.7599999999948,2025,9,18
23164,2025-09-27 21:19:29.589165,K3450,KING LIGHT SOY SAUCE 640ML,KECAP & SAUCE,"INDOSINMA JAYA,",6,15000,14250.0,90000,4500.0,2025,9,27
23165,2025-11-13 21:19:29.590552,M3255,MARINA HBL 200ML TCR YOUTHFUL,KOSMETIK,"BINTANG LIMA, P",8,7600,6873.0,60800,5816.0,2025,11,13
23166,2025-10-19 21:19:29.591938,C3102,CB MILK BOTTLE 250ML IN BOX,PRODUCT BAYI,0,5,0,0.0,0,0.0,2025,10,19
23167,2026-03-30 21:19:29.593311,Y0170,YUPI 120G STRAWB KISS,MANISAN,PT.YAFINDO  MIT,9,4600,4200.0,41400,3600.0,2026,3,30
23168,2025-10-08 21:19:29.594682,I1031,INDOFOOD BUMBU RACIK TUMIS 24BKS,BUMBU,0,4,0,0.0,0,0.0,2025,10,8
23169,2025-06-19 21:19:29.596061,H0398,HOSEN F.COCKTAIL TROPICAL 825G,MAKANAN KALENG,"INDOSINMA JAYA,",10,16900,16150.0,169000,7500.0,2025,6,19
23170,2025-12-16 21:19:29.597425,G1561,GLADE DIAMOND REF 90ML VIOLET,PARFUM,SUKSES JAYA IND,1,13400,12750.0,13400,650.0,2025,12,16
23171,2025-08-25 21:19:29.598797,G0951,GOOD SABUN BENGKOANG 700ML,SABUN & SAMPHOO,0,3,0,0.0,0,0.0,2025,8,25
23172,2025-12-06 21:19:29.600261,S1533,SINSIN SWEET THAI CHILI 350G,KECAP & SAUCE,0,1,0,0.0,0,0.0,2025,12,6
23173,2025-06-15 21:19:29.601667,M0407,MAMIL GOLD 900G STEP 4 HONEY,SUSU,0,7,0,0.0,0,0.0,2025,6,15
23174,2025-08-22 21:19:29.603050,S5181,SHE S.COLOGNE 75ML CHERISH,PARFUM,0,9,0,0.0,0,0.0,2025,8,22
23175,2025-10-28 21:19:29.604415,D0045,DAIA 100G SENSASI SEGAR,DETERGEN,PT CITRA UTAMA,10,1000,850.0,10000,1500.0,2025,10,28
23176,2025-12-30 21:19:29.605783,B0530,BBDR SUSUT PERUT 100PIL BOX,OBATAN,0,9,0,0.0,0,0.0,2025,12,30
23177,2026-03-30 21:19:29.607151,C3905,CITRA LASTING WHITE SOAP BENGKOANG,KOSMETIK,PRINTIS PRIBADI,7,1800,1580.0,12600,1540.0,2026,3,30
23178,2025-09-08 21:19:29.608527,W0559,WALLS 850ML SELEC DBL HAZCHOC,ES,0,7,0,0.0,0,0.0,2025,9,8
23179,2025-10-01 21:19:29.610003,B1391,BUKU SAKINAH,STATIONERY,0,3,0,0.0,0,0.0,2025,10,1
23180,2025-12-20 21:19:29.611386,L2172,LUCKY STRIKE LIGHT S,MINUMAN,PT.YAFINDO  MIT,4,10500,10050.0,42000,1800.0,2025,12,20
23181,2026-04-30 21:19:29.612753,M2365,M.P B.SPLASH 50ML ROSE,PARFUM,"BINTANG LIMA, P",2,6000,5400.0,12000,1200.0,2026,4,30
23182,2025-06-09 21:19:29.614118,C4220,CLEAR STRONG&SOFT 80ML,KOSMETIK,ABAD DUA SATU M,1,8600,8150.0,8600,450.0,2025,6,9
23183,2025-06-21 21:19:29.615491,S6946,SOSRO JOY TEA PASSION 500ML,SNACK,MMP,2,3500,3150.0,7000,700.0,2025,6,21
23184,2025-11-29 21:19:29.616899,V0274,VITALAC 2 800G BOX,SUSU,PT SELATINDO BA,1,91400,90477.0,91400,923.0,2025,11,29
23185,2025-10-28 21:19:29.618267,R1442,REGAL MARIE BISC 250GR,SNACK,"BINTANG LIMA, P",7,16700,15950.0,116900,5250.0,2025,10,28
23186,2026-03-04 21:19:29.619634,C0070,C.I.L SOAP 125GR B2 ENRICHED (PINK),SABUN & SAMPHOO,0,2,7000,0.0,14000,14000.0,2026,3,4
23187,2025-09-18 21:19:29.621099,P1970,M.P B.LOTION 245ML ROSE,KOSMETIK,0,1,0,0.0,0,0.0,2025,9,18
23188,2025-12-30 21:19:29.622484,F0913,FRES&NAT SPRAY 100ML BLUE,PARFUM,PT CITRA UTAMA,8,7200,6800.0,57600,3200.0,2025,12,30
23189,2025-08-24 21:19:29.623859,E1556,EKONOMI 900G,SUSU,PT CITRA UTAMA,10,5000,4611.0,50000,3890.0,2025,8,24
23190,2026-03-27 21:19:29.625234,D0105,DANCOW 200G FUL-CR,SUSU,PD BINTANG BARU,5,15400,15008.62,77000,1956.899999999996,2026,3,27
23191,2025-12-20 21:19:29.626624,P4700,PEPSODENT SKT GIGI ULTRA CARE,PASTA & S-GIGI,PRIMA RINTIS SE,7,3000,2550.0,21000,3150.0,2025,12,20
23192,2025-12-01 21:19:29.627989,B4358,BOTOL SUSU YINOUCUP,SUSU,Z,7,10500,8955.0,73500,10815.0,2025,12,1
23193,2025-12-10 21:19:29.629374,E1244,EKA BIHUN FATIMA 400G,MIE,0,1,0,0.0,0,0.0,2025,12,10
23194,2026-02-20 21:19:29.630846,L1464,LA TULIPE 120ML SKIN TONIC,KOSMETIK,0,6,0,0.0,0,0.0,2026,2,20
23195,2025-07-02 21:19:29.632249,T1373,TERMOS MIMI MODERATE 0.60L,ALAT RUMAH TANGGA,0,3,0,0.0,0,0.0,2025,7,2
23196,2025-09-05 21:19:29.633639,M2619,M.RATU HBL 150ML MANGIR PTH,KOSMETIK,0,10,0,0.0,0,0.0,2025,9,5
23197,2025-10-09 21:19:29.635005,P1071,PONDS WB.FACE TONER AHA 150ML,KOSMETIK,PRINTIS PRIBADI,3,7800,7200.0,23400,1800.0,2025,10,9
23198,2026-03-05 21:19:29.636370,P4849,PANTENE COND  SMOOTH SILKY 165ML,TANDAS,"SUMBER SARI,CV",3,16700,15814.0,50100,2658.0,2026,3,5
23199,2025-09-23 21:19:29.637756,S0725,S/T SYRUP 630ML LYCHEE,MINUMAN,a,5,13300,12750.0,66500,2750.0,2025,9,23
23200,2025-12-16 21:19:29.639129,K2442,K/K ARABINA AL3-C003,STATIONERY,0,8,0,0.0,0,0.0,2025,12,16
23201,2025-11-11 21:19:29.640615,G0066,G/B WHOLE K.CORN 425G,MAKANAN KALENG,0,6,0,0.0,0,0.0,2025,11,11
23202,2025-07-29 21:19:29.641988,S7239,SNOWMEN BP7 MERAH,MINUMAN,GAJAH MADA,7,11500,9000.0,80500,17500.0,2025,7,29
23203,2025-12-30 21:19:29.643355,C0620,CASABLANCA DEO 100ML SILVER,PARFUM,"INDOSINMA JAYA,",8,12200,10227.0,97600,15784.0,2025,12,30
23204,2025-09-13 21:19:29.644749,R1469,RINSO AN 300SACH@30GR,DETERGEN,0,1,0,0.0,0,0.0,2025,9,13
23205,2025-09-19 21:19:29.646128,B2457,BRYLC HAIR GEL 125ML STRONG,MINYAK RAMBUT,"SUMBER SARI,CV",3,7200,6701.0,21600,1497.0,2025,9,19
23206,2026-04-04 21:19:29.647501,B0182,BAGUS W-3498 JUMBO REF,TANDAS,0,4,0,0.0,0,0.0,2026,4,4
23207,2025-12-17 21:19:29.648917,M4608,MOLTO ULTR SB 900ML BLUE REF,SUSU,PRINTIS PRIBADI,6,20200,19400.0,121200,4800.0,2025,12,17
23208,2025-12-15 21:19:29.650342,L0138,LASEGAR CAN LECI,MINUMAN,"MAKP, PT",5,4000,3666.67,20000,1666.6499999999996,2025,12,15
23209,2025-12-13 21:19:29.651717,S3199,D/K KC SUKRO 28G,SNACK,0,8,0,0.0,0,0.0,2025,12,13
23210,2025-08-10 21:19:29.653094,B4000,BINTANG 24CANS@330ML,MINUMAN,0,10,165000,0.0,1650000,1650000.0,2025,8,10
23211,2026-01-15 21:19:29.654457,A2397,ABC KICAP ASIN 133ML,KECAP & SAUCE,SERAYA MAKMUR P,1,2800,2466.66,2800,333.34000000000015,2026,1,15
23212,2025-07-26 21:19:29.655833,W0909,WALL DREAMY CREAMY STRAWBERRY,MINUMAN,BENTORO ADISAND,4,39000,39000.0,156000,0.0,2025,7,26
23213,2026-01-07 21:19:29.657204,C1149,CLARIS 2307 SALAD BOWL,ALAT RUMAH TANGGA,0,9,0,0.0,0,0.0,2026,1,7
23214,2025-09-03 21:19:29.658573,P1217,PRENAGEN I.H MOMMY 200G STRW,SUSU,"BINTANG LIMA, P",4,32400,32025.0,129600,1500.0,2025,9,3
23215,2025-08-01 21:19:29.660078,B2277,BASKET SAKURA M SL7029,ALAT RUMAH TANGGA,0,2,0,0.0,0,0.0,2025,8,1
23216,2025-08-14 21:19:29.661473,P0912,PLEDGE FURNITURE POLISH 170ML,DETERGEN,0,1,0,0.0,0,0.0,2025,8,14
23217,2025-09-16 21:19:29.662854,B0722,BENDERA TEH 20SBOX CELUP POCI,TEH & KOPI,COLAMAS INDAH S,8,3000,2616.66,24000,3066.720000000001,2025,9,16
23218,2025-10-19 21:19:29.664268,D2395,DETTOL EXTREME 250ML BTL,MENTEGA,a,10,19700,18719.0,197000,9810.0,2025,10,19
23219,2025-07-13 21:19:29.665641,J0718,JACKSON 92G LEMONADE,PERMEN,0,1,0,0.0,0,0.0,2025,7,13
